Gen:        Individual:       Power:        Sensors:      Fairness:       Fitness
51            28              7.6825          46            18            2.89 
51            29              8.0775          48            20.0          2.75 
51            30              7.32625         53            17.0          1.77 
51            31              13.23875        25            28.5          3.16 
51            32              7.485           47            18.0          3.01 
51            33              7.80425         55            21.0          4.2  
51            34              12.30025        27            26.0          3.52 
51            35              9.481           35            23.5          4.36 
51            36              9.69275         35            25.0          6.25 
52            1               8.708           40            28            6.47 
52            2               8.34425         44            20.0          4.16 
52            3               9.188           38            24.0          4.35 
52            4               9.323           37            23.5          4.25 
52            5               7.824           49            26            2.98 
52            6               7.20475         54            26            2.42 
52            7               7.5805          56            17.5          1.74 
52            8               7.1805          53            17.5          1.06 
52            9               11.1995         30            25.0          4.66 
52            10              8.70925         38            23.5          3.15 
52            11              8.82175         41            24.0          3.04 
52            12              9.39175         37            22.5          2.85 
52            13              9.33775         40            22.5          2.98 
52            14              7.105           54            18            1.34 
52            15              7.17            56            17.0          1.08 
52            16              9.7145          32            23.0          3.47 
52            17              8.11075         40            22.0          2.73 
52            18              8.20625         39            18            1.76 
52            19              7.30175         50            17.0          1.6  
52            20              9.49125         41            22.5          2.97 
52            21              7.37475         57            19.5          2.4  
52            22              9.63475         33            22.5          3.43 
52            23              9.22425         40            21.0          3.01 
52            24              8.78275         49            20.5          3.0  
52            25              7.22125         52            16.5          1.58 
52            26              7.98525         45            26            4.88 
52            27              10.62925        31            26.0          3.52 
52            28              7.6825          46            18            2.89 
52            29              8.0775          48            20.0          2.75 
52            30              7.32625         53            17.0          1.77 
52            31              13.23875        25            28.5          3.16 
52            32              7.485           47            18.0          3.01 
52            33              7.80425         55            21.0          4.2  
52            34              12.30025        27            26.0          3.52 
52            35              9.481           35            23.5          4.36 
52            36              9.69275         35            25.0          6.25 
53            1               8.708           40            28            6.47 
53            2               8.34425         44            20.0          4.16 
53            3               9.188           38            24.0          4.35 
53            4               9.323           37            23.5          4.25 
53            5               7.824           49            26            2.98 
53            6               7.20475         54            26            2.42 
53            7               7.5805          56            17.5          1.74 
53            8               7.1805          53            17.5          1.06 
53            9               11.1995         30            25.0          4.66 
53            10              8.70925         38            23.5          3.15 
53            11              8.82175         41            24.0          3.04 
53            12              9.39175         37            22.5          2.85 
53            13              9.33775         40            22.5          2.98 
53            14              7.105           54            18            1.34 
53            15              7.17            56            17.0          1.08 
53            16              9.7145          32            23.0          3.47 
53            17              8.11075         40            22.0          2.73 
53            18              8.20625         39            18            1.76 
53            19              7.30175         50            17.0          1.6  
53            20              9.49125         41            22.5          2.97 
53            21              7.37475         57            19.5          2.4  
53            22              9.63475         33            22.5          3.43 
53            23              9.22425         40            21.0          3.01 
53            24              8.78275         49            20.5          3.0  
53            25              7.22125         52            16.5          1.58 
53            26              7.98525         45            26            4.88 
53            27              10.62925        31            26.0          3.52 
53            28              7.6825          46            18            2.89 
53            29              8.0775          48            20.0          2.75 
53            30              7.32625         53            17.0          1.77 
53            31              13.23875        25            28.5          3.16 
53            32              7.485           47            18.0          3.01 
53            33              7.80425         55            21.0          4.2  
53            34              12.30025        27            26.0          3.52 
53            35              9.481           35            23.5          4.36 
53            36              9.69275         35            25.0          6.25 
54            1               8.708           40            28            6.47 
54            2               8.34425         44            20.0          4.16 
54            3               9.188           38            24.0          4.35 
54            4               9.323           37            23.5          4.25 
54            5               7.824           49            26            2.98 
54            6               7.20475         54            26            2.42 
54            7               7.5805          56            17.5          1.74 
54            8               7.1805          53            17.5          1.06 
54            9               11.1995         30            25.0          4.66 
54            10              8.70925         38            23.5          3.15 
54            11              8.82175         41            24.0          3.04 
54            12              9.39175         37            22.5          2.85 
54            13              9.33775         40            22.5          2.98 
54            14              7.105           54            18            1.34 
54            15              7.17            56            17.0          1.08 
54            16              9.7145          32            23.0          3.47 
54            17              8.11075         40            22.0          2.73 
54            18              8.20625         39            18            1.76 
54            19              7.30175         50            17.0          1.6  
54            20              9.49125         41            22.5          2.97 
54            21              7.37475         57            19.5          2.4  
54            22              9.63475         33            22.5          3.43 
54            23              9.22425         40            21.0          3.01 
54            24              8.78275         49            20.5          3.0  
54            25              7.22125         52            16.5          1.58 
54            26              7.98525         45            26            4.88 
54            27              10.62925        31            26.0          3.52 
54            28              7.6825          46            18            2.89 
54            29              8.0775          48            20.0          2.75 
54            30              7.32625         53            17.0          1.77 
54            31              13.23875        25            28.5          3.16 
54            32              7.485           47            18.0          3.01 
54            33              7.80425         55            21.0          4.2  
54            34              12.30025        27            26.0          3.52 
54            35              9.481           35            23.5          4.36 
54            36              9.69275         35            25.0          6.25 
55            1               8.708           40            28            6.47 
55            2               8.34425         44            20.0          4.16 
55            3               9.188           38            24.0          4.35 
55            4               9.323           37            23.5          4.25 
55            5               7.824           49            26            2.98 
55            6               7.20475         54            26            2.42 
55            7               7.5805          56            17.5          1.74 
55            8               7.1805          53            17.5          1.06 
55            9               11.1995         30            25.0          4.66 
55            10              8.70925         38            23.5          3.15 
55            11              8.82175         41            24.0          3.04 
55            12              9.39175         37            22.5          2.85 
55            13              9.33775         40            22.5          2.98 
55            14              7.105           54            18            1.34 
55            15              7.17            56            17.0          1.08 
55            16              9.7145          32            23.0          3.47 
55            17              8.11075         40            22.0          2.73 
55            18              8.20625         39            18            1.76 
55            19              7.30175         50            17.0          1.6  
55            20              9.49125         41            22.5          2.97 
55            21              7.37475         57            19.5          2.4  
55            22              9.63475         33            22.5          3.43 
55            23              9.22425         40            21.0          3.01 
55            24              8.78275         49            20.5          3.0  
55            25              7.22125         52            16.5          1.58 
55            26              7.98525         45            26            4.88 
55            27              10.62925        31            26.0          3.52 
55            28              7.6825          46            18            2.89 
55            29              8.0775          48            20.0          2.75 
55            30              7.32625         53            17.0          1.77 
55            31              13.23875        25            28.5          3.16 
55            32              7.485           47            18.0          3.01 
55            33              7.80425         55            21.0          4.2  
55            34              12.30025        27            26.0          3.52 
55            35              9.481           35            23.5          4.36 
55            36              9.69275         35            25.0          6.25 
56            1               8.708           40            28            6.47 
56            2               8.34425         44            20.0          4.16 
56            3               9.188           38            24.0          4.35 
56            4               9.323           37            23.5          4.25 
56            5               7.824           49            26            2.98 
56            6               7.20475         54            26            2.42 
56            7               7.5805          56            17.5          1.74 
56            8               7.1805          53            17.5          1.06 
56            9               11.1995         30            25.0          4.66 
56            10              8.70925         38            23.5          3.15 
56            11              8.82175         41            24.0          3.04 
56            12              9.39175         37            22.5          2.85 
56            13              9.33775         40            22.5          2.98 
56            14              7.105           54            18            1.34 
56            15              7.17            56            17.0          1.08 
56            16              9.7145          32            23.0          3.47 
56            17              8.11075         40            22.0          2.73 
56            18              8.20625         39            18            1.76 
56            19              7.30175         50            17.0          1.6  
56            20              9.49125         41            22.5          2.97 
56            21              7.37475         57            19.5          2.4  
56            22              9.63475         33            22.5          3.43 
56            23              9.22425         40            21.0          3.01 
56            24              8.78275         49            20.5          3.0  
56            25              7.22125         52            16.5          1.58 
56            26              7.98525         45            26            4.88 
56            27              10.62925        31            26.0          3.52 
56            28              7.6825          46            18            2.89 
56            29              8.0775          48            20.0          2.75 
56            30              7.32625         53            17.0          1.77 
56            31              13.23875        25            28.5          3.16 
56            32              7.485           47            18.0          3.01 
56            33              7.80425         55            21.0          4.2  
56            34              12.30025        27            26.0          3.52 
56            35              9.481           35            23.5          4.36 
56            36              9.69275         35            25.0          6.25 
57            1               8.708           40            28            6.47 
57            2               8.34425         44            20.0          4.16 
57            3               9.188           38            24.0          4.35 
57            4               9.323           37            23.5          4.25 
57            5               7.824           49            26            2.98 
57            6               7.20475         54            26            2.42 
57            7               7.5805          56            17.5          1.74 
57            8               7.1805          53            17.5          1.06 
57            9               11.1995         30            25.0          4.66 
57            10              8.70925         38            23.5          3.15 
57            11              8.82175         41            24.0          3.04 
57            12              9.39175         37            22.5          2.85 
57            13              9.33775         40            22.5          2.98 
57            14              7.105           54            18            1.34 
57            15              7.17            56            17.0          1.08 
57            16              9.7145          32            23.0          3.47 
57            17              8.11075         40            22.0          2.73 
57            18              8.20625         39            18            1.76 
57            19              7.30175         50            17.0          1.6  
57            20              9.49125         41            22.5          2.97 
57            21              7.37475         57            19.5          2.4  
57            22              9.63475         33            22.5          3.43 
57            23              9.22425         40            21.0          3.01 
57            24              8.78275         49            20.5          3.0  
57            25              7.22125         52            16.5          1.58 
57            26              7.98525         45            26            4.88 
57            27              10.62925        31            26.0          3.52 
57            28              7.6825          46            18            2.89 
57            29              8.0775          48            20.0          2.75 
57            30              7.32625         53            17.0          1.77 
57            31              13.23875        25            28.5          3.16 
57            32              7.485           47            18.0          3.01 
57            33              7.80425         55            21.0          4.2  
57            34              12.30025        27            26.0          3.52 
57            35              9.481           35            23.5          4.36 
57            36              9.69275         35            25.0          6.25 
58            1               8.708           40            28            6.47 
58            2               8.34425         44            20.0          4.16 
58            3               9.188           38            24.0          4.35 
58            4               9.323           37            23.5          4.25 
58            5               7.824           49            26            2.98 
58            6               7.20475         54            26            2.42 
58            7               7.5805          56            17.5          1.74 
58            8               7.1805          53            17.5          1.06 
58            9               11.1995         30            25.0          4.66 
58            10              8.70925         38            23.5          3.15 
58            11              8.82175         41            24.0          3.04 
58            12              9.39175         37            22.5          2.85 
58            13              9.33775         40            22.5          2.98 
58            14              7.105           54            18            1.34 
58            15              7.17            56            17.0          1.08 
58            16              9.7145          32            23.0          3.47 
58            17              8.11075         40            22.0          2.73 
58            18              8.20625         39            18            1.76 
58            19              7.30175         50            17.0          1.6  
58            20              9.49125         41            22.5          2.97 
58            21              7.37475         57            19.5          2.4  
58            22              9.63475         33            22.5          3.43 
58            23              9.22425         40            21.0          3.01 
58            24              8.78275         49            20.5          3.0  
58            25              7.22125         52            16.5          1.58 
58            26              7.98525         45            26            4.88 
58            27              10.62925        31            26.0          3.52 
58            28              7.6825          46            18            2.89 
58            29              8.0775          48            20.0          2.75 
58            30              7.32625         53            17.0          1.77 
58            31              13.23875        25            28.5          3.16 
58            32              7.485           47            18.0          3.01 
58            33              7.80425         55            21.0          4.2  
58            34              12.30025        27            26.0          3.52 
58            35              9.481           35            23.5          4.36 
58            36              9.69275         35            25.0          6.25 
59            1               8.708           40            28            6.47 
59            2               8.34425         44            20.0          4.16 
59            3               9.188           38            24.0          4.35 
59            4               9.323           37            23.5          4.25 
59            5               7.824           49            26            2.98 
59            6               7.20475         54            26            2.42 
59            7               7.5805          56            17.5          1.74 
59            8               7.1805          53            17.5          1.06 
59            9               11.1995         30            25.0          4.66 
59            10              8.70925         38            23.5          3.15 
59            11              8.82175         41            24.0          3.04 
59            12              9.39175         37            22.5          2.85 
59            13              9.33775         40            22.5          2.98 
59            14              7.105           54            18            1.34 
59            15              7.17            56            17.0          1.08 
59            16              9.7145          32            23.0          3.47 
59            17              8.11075         40            22.0          2.73 
59            18              8.20625         39            18            1.76 
59            19              7.30175         50            17.0          1.6  
59            20              9.49125         41            22.5          2.97 
59            21              7.37475         57            19.5          2.4  
59            22              9.63475         33            22.5          3.43 
59            23              9.22425         40            21.0          3.01 
59            24              8.78275         49            20.5          3.0  
59            25              7.22125         52            16.5          1.58 
59            26              7.98525         45            26            4.88 
59            27              10.62925        31            26.0          3.52 
59            28              7.6825          46            18            2.89 
59            29              8.0775          48            20.0          2.75 
59            30              7.32625         53            17.0          1.77 
59            31              13.23875        25            28.5          3.16 
59            32              7.485           47            18.0          3.01 
59            33              7.80425         55            21.0          4.2  
59            34              12.30025        27            26.0          3.52 
59            35              9.481           35            23.5          4.36 
59            36              9.69275         35            25.0          6.25 
60            1               8.708           40            28            6.47 
60            2               8.34425         44            20.0          4.16 
60            3               9.188           38            24.0          4.35 
60            4               9.323           37            23.5          4.25 
60            5               7.824           49            26            2.98 
60            6               7.20475         54            26            2.42 
60            7               7.5805          56            17.5          1.74 
60            8               7.1805          53            17.5          1.06 
60            9               11.1995         30            25.0          4.66 
60            10              8.70925         38            23.5          3.15 
60            11              8.82175         41            24.0          3.04 
60            12              9.39175         37            22.5          2.85 
60            13              9.33775         40            22.5          2.98 
60            14              7.105           54            18            1.34 
60            15              7.17            56            17.0          1.08 
60            16              9.7145          32            23.0          3.47 
60            17              8.11075         40            22.0          2.73 
60            18              8.20625         39            18            1.76 
60            19              7.30175         50            17.0          1.6  
60            20              9.49125         41            22.5          2.97 
60            21              7.37475         57            19.5          2.4  
60            22              9.63475         33            22.5          3.43 
60            23              9.22425         40            21.0          3.01 
60            24              8.78275         49            20.5          3.0  
60            25              7.22125         52            16.5          1.58 
60            26              7.98525         45            26            4.88 
60            27              10.62925        31            26.0          3.52 
60            28              7.6825          46            18            2.89 
60            29              8.0775          48            20.0          2.75 
60            30              7.32625         53            17.0          1.77 
60            31              13.23875        25            28.5          3.16 
60            32              7.485           47            18.0          3.01 
60            33              7.80425         55            21.0          4.2  
60            34              12.30025        27            26.0          3.52 
60            35              9.481           35            23.5          4.36 
60            36              9.69275         35            25.0          6.25 
61            1               8.708           40            28            6.47 
61            2               8.34425         44            20.0          4.16 
61            3               9.188           38            24.0          4.35 
61            4               9.323           37            23.5          4.25 
61            5               7.824           49            26            2.98 
61            6               7.20475         54            26            2.42 
61            7               7.5805          56            17.5          1.74 
61            8               7.1805          53            17.5          1.06 
61            9               11.1995         30            25.0          4.66 
61            10              8.70925         38            23.5          3.15 
61            11              8.82175         41            24.0          3.04 
61            12              9.39175         37            22.5          2.85 
61            13              9.33775         40            22.5          2.98 
61            14              7.105           54            18            1.34 
61            15              7.17            56            17.0          1.08 
61            16              9.7145          32            23.0          3.47 
61            17              8.11075         40            22.0          2.73 
61            18              8.20625         39            18            1.76 
61            19              7.30175         50            17.0          1.6  
61            20              9.49125         41            22.5          2.97 
61            21              7.37475         57            19.5          2.4  
61            22              9.63475         33            22.5          3.43 
61            23              9.22425         40            21.0          3.01 
61            24              8.78275         49            20.5          3.0  
61            25              7.22125         52            16.5          1.58 
61            26              7.98525         45            26            4.88 
61            27              10.62925        31            26.0          3.52 
61            28              7.6825          46            18            2.89 
61            29              8.0775          48            20.0          2.75 
61            30              7.32625         53            17.0          1.77 
61            31              13.23875        25            28.5          3.16 
61            32              7.485           47            18.0          3.01 
61            33              7.80425         55            21.0          4.2  
61            34              12.30025        27            26.0          3.52 
61            35              9.481           35            23.5          4.36 
61            36              9.69275         35            25.0          6.25 
62            1               8.708           40            28            6.47 
62            2               8.34425         44            20.0          4.16 
62            3               9.188           38            24.0          4.35 
62            4               9.323           37            23.5          4.25 
62            5               7.824           49            26            2.98 
62            6               7.20475         54            26            2.42 
62            7               7.5805          56            17.5          1.74 
62            8               7.1805          53            17.5          1.06 
62            9               11.1995         30            25.0          4.66 
62            10              8.70925         38            23.5          3.15 
62            11              8.82175         41            24.0          3.04 
62            12              9.39175         37            22.5          2.85 
62            13              9.33775         40            22.5          2.98 
62            14              7.105           54            18            1.34 
62            15              7.17            56            17.0          1.08 
62            16              9.7145          32            23.0          3.47 
62            17              8.11075         40            22.0          2.73 
62            18              8.20625         39            18            1.76 
62            19              7.30175         50            17.0          1.6  
62            20              9.49125         41            22.5          2.97 
62            21              7.37475         57            19.5          2.4  
62            22              9.63475         33            22.5          3.43 
62            23              9.22425         40            21.0          3.01 
62            24              8.78275         49            20.5          3.0  
62            25              7.22125         52            16.5          1.58 
62            26              7.98525         45            26            4.88 
62            27              10.62925        31            26.0          3.52 
62            28              7.6825          46            18            2.89 
62            29              8.0775          48            20.0          2.75 
62            30              7.32625         53            17.0          1.77 
62            31              13.23875        25            28.5          3.16 
62            32              7.485           47            18.0          3.01 
62            33              7.80425         55            21.0          4.2  
62            34              12.30025        27            26.0          3.52 
62            35              9.481           35            23.5          4.36 
62            36              9.69275         35            25.0          6.25 
63            1               8.708           40            28            6.47 
63            2               8.34425         44            20.0          4.16 
63            3               9.188           38            24.0          4.35 
63            4               9.323           37            23.5          4.25 
63            5               7.824           49            26            2.98 
63            6               7.20475         54            26            2.42 
63            7               7.5805          56            17.5          1.74 
63            8               7.1805          53            17.5          1.06 
63            9               11.1995         30            25.0          4.66 
63            10              8.70925         38            23.5          3.15 
63            11              8.82175         41            24.0          3.04 
63            12              9.39175         37            22.5          2.85 
63            13              9.33775         40            22.5          2.98 
63            14              7.105           54            18            1.34 
63            15              7.17            56            17.0          1.08 
63            16              9.7145          32            23.0          3.47 
63            17              8.11075         40            22.0          2.73 
63            18              8.20625         39            18            1.76 
63            19              7.30175         50            17.0          1.6  
63            20              9.49125         41            22.5          2.97 
63            21              7.37475         57            19.5          2.4  
63            22              9.63475         33            22.5          3.43 
63            23              9.22425         40            21.0          3.01 
63            24              8.78275         49            20.5          3.0  
63            25              7.22125         52            16.5          1.58 
63            26              7.98525         45            26            4.88 
63            27              10.62925        31            26.0          3.52 
63            28              7.6825          46            18            2.89 
63            29              8.0775          48            20.0          2.75 
63            30              7.32625         53            17.0          1.77 
63            31              13.23875        25            28.5          3.16 
63            32              7.485           47            18.0          3.01 
63            33              7.80425         55            21.0          4.2  
63            34              12.30025        27            26.0          3.52 
63            35              9.481           35            23.5          4.36 
63            36              9.69275         35            25.0          6.25 
64            1               8.708           40            28            6.47 
64            2               8.34425         44            20.0          4.16 
64            3               9.188           38            24.0          4.35 
64            4               9.323           37            23.5          4.25 
64            5               7.824           49            26            2.98 
64            6               7.20475         54            26            2.42 
64            7               7.5805          56            17.5          1.74 
64            8               7.1805          53            17.5          1.06 
64            9               11.1995         30            25.0          4.66 
64            10              8.70925         38            23.5          3.15 
64            11              8.82175         41            24.0          3.04 
64            12              9.39175         37            22.5          2.85 
64            13              9.33775         40            22.5          2.98 
64            14              7.105           54            18            1.34 
64            15              7.17            56            17.0          1.08 
64            16              9.7145          32            23.0          3.47 
64            17              8.11075         40            22.0          2.73 
64            18              8.20625         39            18            1.76 
64            19              7.30175         50            17.0          1.6  
64            20              9.49125         41            22.5          2.97 
64            21              7.37475         57            19.5          2.4  
64            22              9.63475         33            22.5          3.43 
64            23              9.22425         40            21.0          3.01 
64            24              8.78275         49            20.5          3.0  
64            25              7.22125         52            16.5          1.58 
64            26              7.98525         45            26            4.88 
64            27              10.62925        31            26.0          3.52 
64            28              7.6825          46            18            2.89 
64            29              8.0775          48            20.0          2.75 
64            30              7.32625         53            17.0          1.77 
64            31              13.23875        25            28.5          3.16 
64            32              7.485           47            18.0          3.01 
64            33              7.80425         55            21.0          4.2  
64            34              12.30025        27            26.0          3.52 
64            35              9.481           35            23.5          4.36 
64            36              9.69275         35            25.0          6.25 
65            1               8.708           40            28            6.47 
65            2               8.34425         44            20.0          4.16 
65            3               9.188           38            24.0          4.35 
65            4               9.323           37            23.5          4.25 
65            5               7.824           49            26            2.98 
65            6               7.20475         54            26            2.42 
65            7               7.5805          56            17.5          1.74 
65            8               7.1805          53            17.5          1.06 
65            9               11.1995         30            25.0          4.66 
65            10              8.70925         38            23.5          3.15 
65            11              8.82175         41            24.0          3.04 
65            12              9.39175         37            22.5          2.85 
65            13              9.33775         40            22.5          2.98 
65            14              7.105           54            18            1.34 
65            15              7.17            56            17.0          1.08 
65            16              9.7145          32            23.0          3.47 
65            17              8.11075         40            22.0          2.73 
65            18              8.20625         39            18            1.76 
65            19              7.30175         50            17.0          1.6  
65            20              9.49125         41            22.5          2.97 
65            21              7.37475         57            19.5          2.4  
65            22              9.63475         33            22.5          3.43 
65            23              9.22425         40            21.0          3.01 
65            24              8.78275         49            20.5          3.0  
65            25              7.22125         52            16.5          1.58 
65            26              7.98525         45            26            4.88 
65            27              10.62925        31            26.0          3.52 
65            28              7.6825          46            18            2.89 
65            29              8.0775          48            20.0          2.75 
65            30              7.32625         53            17.0          1.77 
65            31              13.23875        25            28.5          3.16 
65            32              7.485           47            18.0          3.01 
65            33              7.80425         55            21.0          4.2  
65            34              12.30025        27            26.0          3.52 
65            35              9.481           35            23.5          4.36 
65            36              9.69275         35            25.0          6.25 
66            1               8.708           40            28            6.47 
66            2               8.34425         44            20.0          4.16 
66            3               9.188           38            24.0          4.35 
66            4               9.323           37            23.5          4.25 
66            5               7.824           49            26            2.98 
66            6               7.20475         54            26            2.42 
66            7               7.5805          56            17.5          1.74 
66            8               7.1805          53            17.5          1.06 
66            9               11.1995         30            25.0          4.66 
66            10              8.70925         38            23.5          3.15 
66            11              8.82175         41            24.0          3.04 
66            12              9.39175         37            22.5          2.85 
66            13              9.33775         40            22.5          2.98 
66            14              7.105           54            18            1.34 
66            15              7.17            56            17.0          1.08 
66            16              9.7145          32            23.0          3.47 
66            17              8.11075         40            22.0          2.73 
66            18              8.20625         39            18            1.76 
66            19              7.30175         50            17.0          1.6  
66            20              9.49125         41            22.5          2.97 
66            21              7.37475         57            19.5          2.4  
66            22              9.63475         33            22.5          3.43 
66            23              9.22425         40            21.0          3.01 
66            24              8.78275         49            20.5          3.0  
66            25              7.22125         52            16.5          1.58 
66            26              7.98525         45            26            4.88 
66            27              10.62925        31            26.0          3.52 
66            28              7.6825          46            18            2.89 
66            29              8.0775          48            20.0          2.75 
66            30              7.32625         53            17.0          1.77 
66            31              13.23875        25            28.5          3.16 
66            32              7.485           47            18.0          3.01 
66            33              7.80425         55            21.0          4.2  
66            34              12.30025        27            26.0          3.52 
66            35              9.481           35            23.5          4.36 
66            36              9.69275         35            25.0          6.25 
67            1               8.708           40            28            6.47 
67            2               8.34425         44            20.0          4.16 
67            3               9.188           38            24.0          4.35 
67            4               9.323           37            23.5          4.25 
67            5               7.824           49            26            2.98 
67            6               7.20475         54            26            2.42 
67            7               7.5805          56            17.5          1.74 
67            8               7.1805          53            17.5          1.06 
67            9               11.1995         30            25.0          4.66 
67            10              8.70925         38            23.5          3.15 
67            11              8.82175         41            24.0          3.04 
67            12              9.39175         37            22.5          2.85 
67            13              9.33775         40            22.5          2.98 
67            14              7.105           54            18            1.34 
